id,ifi_id,account_holder_id,type,value,status,created_at,modified_at,verified,created_by,updated_by,_load_ts_ms,attributes,cdc_source_ts_ms,cdc_op
07c39c02-e63c-4ec8-a636-6f11404181d5,140793,b62a095e-8544-438d-94bf-bffb64fd5fdc,pan,R13Y69912N,ENABLED,2023-01-17 11:56:05.858000,2023-01-17 11:56:05.858000,True,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,35hWwq0EJyHpQpR8A50C-g==@authProfile.rbl-admin.in/23,1681504627000,,,
280607b4-5c46-4845-a556-57fec7bc4abf,140793,33aaf81a-a85a-4594-8c80-63b0b04336c0,ITIN,123456524,ENABLED,2023-01-20 10:52:29.024000,2023-01-20 10:52:29.024000,True,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/523,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/523,1681504627000,,,
0e5896a1-9337-48d9-ba92-be5b567754cc,140793,33aaf81a-a85a-4594-8c80-63b0b04336c0,e,Daisy.Strosin37@gmail.com,ENABLED,2023-01-20 10:52:29.024000,2023-01-20 10:52:29.024000,True,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/523,NJan4QllZNtRiTouj93bSw==@authProfile.rbl-admin.in/523,1681504627000,,,
afa91e16-dc31-497c-81bd-efccc3a9d5c8,140793,fbd73196-2e72-411e-a24d-e8594309c885,p,+916116784310,ENABLED,2023-03-13 12:50:50.239000,2023-03-13 12:50:50.239000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
9078bac8-4365-4e40-996b-42075f6c7e93,140793,fbd73196-2e72-411e-a24d-e8594309c885,aadhaar,345357000535,ENABLED,2023-03-13 12:50:50.239000,2023-03-13 12:50:50.239000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
7a8909e0-8e1a-4d1a-bce6-5a81899ca62e,140793,bc6dc88c-1b5f-4b7e-a041-109aa34ff061,aadhaar,281349514961,ENABLED,2023-03-13 13:24:12.944000,2023-03-13 13:24:12.944000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
61340e09-a15f-4375-8cd0-f782a9ea139c,140793,2a720b44-4200-4adb-a552-70b7c01b617f,pan,FRSAE9408M,ENABLED,2023-03-13 13:24:13.245000,2023-03-13 13:24:13.245000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
9e9409c9-f664-4168-aa54-1a0d95d4835a,140793,2a720b44-4200-4adb-a552-70b7c01b617f,aadhaar,112756382955,ENABLED,2023-03-13 13:24:13.245000,2023-03-13 13:24:13.245000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
7dc34960-e0bb-406a-baab-ebe21c4d45fe,140793,bfab6879-45a8-4d30-ae53-12a9356e1a57,pan,KKJFN1970E,ENABLED,2023-03-13 13:24:13.563000,2023-03-13 13:24:13.563000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
34aa619d-24ba-4127-b5e9-4ecaac41b954,140793,bb98c9e6-d442-4b9b-bfaf-148605f3d679,p,+916159465161,ENABLED,2023-03-14 11:51:31.433000,2023-03-14 11:51:31.433000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
a2705e0c-e9ae-438d-8c13-cac8217530a4,140793,bb98c9e6-d442-4b9b-bfaf-148605f3d679,aadhaar,827697031000,ENABLED,2023-03-14 11:51:31.433000,2023-03-14 11:51:31.433000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
8cf108fd-64c4-4faa-83e3-1e9323e7c3b5,140793,c9b4a599-9d72-4fb7-aa52-dbbd636db1e3,p,+916132563397,ENABLED,2023-03-15 09:31:08.726000,2023-03-15 09:31:08.726000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
943e2b9f-7ecf-4be6-ba15-a446d8bcb0b5,140793,c9b4a599-9d72-4fb7-aa52-dbbd636db1e3,pan,EDLCN0547D,ENABLED,2023-03-15 09:31:08.726000,2023-03-15 09:31:08.726000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
60f94f32-87e0-42f8-8fc9-dd83000cfea9,140793,2ff3e88c-1ad5-4f86-b978-2f13a7ae929a,p,+916197321408,ENABLED,2023-03-21 10:09:59.567000,2023-03-21 10:09:59.567000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
a38c1d68-cbd5-4d1b-b47f-3e4fe5edd83c,140793,2ff3e88c-1ad5-4f86-b978-2f13a7ae929a,aadhaar,424557831392,ENABLED,2023-03-21 10:09:59.567000,2023-03-21 10:09:59.567000,True,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,09PPx5DQiu6B5IrcvGPJlA==@authProfile.0-admin.India/1,1681504627000,,,
